75
    1     1     1
    2    49    46
    3    18    17
    4    41    40
    5    12    13
    6    28    24
    7    22    22
    8    35    36
    9    22    23
   10    14    13
   11    42    39
   12    28    25
   13    50    50
   14    26    26
   15    24    23
   16     6     6
   17     1     5
   18    42    47
   19    49    45
   20    39    39
   21    52    47
   22     7    11
   23    46    50
   24    22    27
   25     7    10
   26    25    26
   27    21    25
   28    42    37
   29     1     1
   30    35    31
   31     3     1
   32    27    30
   33    38    40
   34    49    48
   35    13    18
   36    31    31
   37    15    13
   38    26    31
   39    13    17
   40     8    12
   41    15    10
   42     2     7
   43    20    24
   44    44    42
   45    20    22
   46    24    22
   47    26    25
   48    23    21
   49    34    37
   50    38    35
   51     1     4
   52    43    44
   53    24    26
   54    25    26
   55    20    21
   56    42    37
   57     8    12
   58    12     9
   59    46    42
   60     6     9
   61    35    40
   62    41    43
   63    29    29
   64    20    22
   65     6    11
   66    46    47
   67     7    11
   68    42    37
   69     8     4
   70    24    22
   71    38    36
   72     4     9
   73    45    40
   74    36    41
   75     9    11
1282
