50
    1    19     1
    2    37    46
    3    47    17
    4    22    40
    5    47    13
    6    22    24
    7    30    22
    8     5    36
    9    32    23
   10     4    13
   11    25    39
   12    20    25
   13     7    50
   14    26    26
   15    31    23
   16    11     6
   17    48     5
   18    27    47
   19    39    45
   20    41    39
   21    50    47
   22    10    11
   23    38    50
   24    25    27
   25    43    10
   26    37    26
   27    27    25
   28    18    37
   29    49     1
   30     9    31
   31    19     1
   32    47    30
   33    25    40
   34    26    48
   35    41    18
   36    34    31
   37    48    13
   38    25    31
   39    28    17
   40    41    12
   41    48    10
   42    50     7
   43    41    24
   44     1    42
   45    36    22
   46    37    22
   47     2    25
   48    17    21
   49     4    37
   50     9    35
645
